ORF_A	ORF_B	Gene_A	Gene_B 
YBL074C	YKL173W	AAR2	SNU114 
YBL074C	YHR165C	AAR2	PRP8 
YOR116C	YOR224C	RPO31	RPB8 
YML088W	YML088W	UFO1	UFO1 
YIL106W	YKL101W	MOB1	HSL1 
YIL106W	YIL106W	MOB1	MOB1 
YER008C	YLR191W	SEC3	PEX13 
YER008C	YPR165W	SEC3	RHO1 
YER008C	YER008C	SEC3	SEC3 
YDR059C	YPR093C	UBC5	ASR1 
YLR227C	YOR284W	ADY4	HUA2 
YNR041C	YNR041C	COQ2	COQ2 
YOR247W	YOR247W	SRL1	SRL1 
YKL110C	YKL110C	KTI12	KTI12 
YML102W	YPR018W	CAC2	RLF2 
YML102W	YPL054W	CAC2	LEE1 
YGR213C	YHR134W	RTA1	WSS1 
YGR213C	YGR213C	RTA1	RTA1 
YER167W	YGR229C	BCK2	SMI1 
YER167W	YER167W	BCK2	BCK2 
YDL189W	YDL189W	RBS1	RBS1 
YDL189W	YIL122W	RBS1	POG1 
YDL189W	YPL049C	RBS1	DIG1 
YDL189W	YLR186W	RBS1	EMG1 
YDL189W	YDR480W	RBS1	DIG2 
YBL079W	YBL079W	NUP170	NUP170 
YLL045C	YLR029C	RPL8B	RPL15A 
YLL045C	YML029W	RPL8B	USA1 
YNL048W	YPL076W	ALG11	GPI2 
YNL048W	YPR128C	ALG11	ANT1 
YNL048W	YPL078C	ALG11	ATP4 
YNL048W	YNL048W	ALG11	ALG11 
YNL048W	YPR028W	ALG11	YOP1 
YDL045C	YGR077C	FAD1	PEX8 
YOL133W	YOL133W	HRT1	HRT1 
YDR460W	YDR460W	TFB3	TFB3 
YDR460W	YLR288C	TFB3	MEC3 
YDR460W	YER171W	TFB3	RAD3 
YDR460W	YPR025C	TFB3	CCL1 
YJR143C	YJR143C	PMT4	PMT4 
YHR124W	YJL106W	NDT80	IME2 
YHL025W	YLR438W	SNF6	CAR2 
YHL025W	YPR034W	SNF6	ARP7 
YHL025W	YJL176C	SNF6	SWI3 
YHL025W	YHL025W	SNF6	SNF6 
YHL025W	YNR023W	SNF6	SNF12 
YHL025W	YOR290C	SNF6	SNF2 
YHL025W	YPL129W	SNF6	TAF14 
YGR130C	YPL094C	YGR130C	SEC62 
YGR130C	YGR130C	YGR130C	YGR130C 
YGR130C	YMR117C	YGR130C	SPC24 
YGR130C	YGR233C	YGR130C	PHO81 
YBL060W	YOR094W	YEL1	ARF3 
YOR161C	YOR161C	PNS1	PNS1 
YCR067C	YOR128C	SED4	ADE2 
YCR067C	YCR067C	SED4	SED4 
YGR056W	YIL126W	RSC1	STH1 
YGR056W	YLR357W	RSC1	RSC2 
YGR056W	YOR100C	RSC1	CRC1 
YGR056W	YOR319W	RSC1	HSH49 
YGR056W	YGR056W	RSC1	RSC1 
YOL135C	YPR070W	MED7	MED1 
YOL135C	YOR174W	MED7	MED4 
YOL135C	YPR168W	MED7	NUT2 
YOL135C	YOL135C	MED7	MED7 
YGR131W	YGR131W	FHN1	FHN1 
YGR131W	YLR310C	FHN1	CDC25 
YGR131W	YNL172W	FHN1	APC1 
YOR128C	YOR128C	ADE2	ADE2 
YJR065C	YLR370C	ARP3	ARC18 
YDR235W	YNL094W	PRP42	APP1 
YDR235W	YJR131W	PRP42	MNS1 
YDR235W	YDR235W	PRP42	PRP42 
YOR353C	YOR353C	SOG2	SOG2 
YNL237W	YNL237W	YTP1	YTP1 
YBR087W	YER173W	RFC5	RAD24 
YBR087W	YDR229W	RFC5	IVY1 
YBR087W	YMR078C	RFC5	CTF18 
YBR087W	YJR068W	RFC5	RFC2 
YBR087W	YBR087W	RFC5	RFC5 
YBR087W	YOR144C	RFC5	ELG1 
YLR429W	YLR429W	CRN1	CRN1 
YLR429W	YNL094W	CRN1	APP1 
YLR429W	YPL032C	CRN1	SVL3 
YKL160W	YOR061W	ELF1	CKA2 
YGL242C	YGL242C	YGL242C	YGL242C 
YGL242C	YKR099W	YGL242C	BAS1 
YMR118C	YPL134C	YMR118C	ODC1 
YMR118C	YMR118C	YMR118C	YMR118C 
YPR120C	YPR120C	CLB5	CLB5 
YBR009C	YBR010W	HHF1	HHT1 
YBR009C	YGR252W	HHF1	GCN5 
YBR009C	YDR225W	HHF1	HTA1 
YBR009C	YOR244W	HHF1	ESA1 
YBR009C	YDL042C	HHF1	SIR2 
YBR009C	YKL049C	HHF1	CSE4 
YBR009C	YBR034C	HHF1	HMT1 
YBR009C	YLR399C	HHF1	BDF1 
YKL218C	YKL218C	SRY1	SRY1 
YJR112W	YLR086W	NNF1	SMC4 
YJR112W	YPR141C	NNF1	KAR3 
YJR112W	YLR200W	NNF1	YKE2 
YJR112W	YLR031W	NNF1	YLR031W 
YJR112W	YOR269W	NNF1	PAC1 
YJR112W	YNL250W	NNF1	RAD50 
YJR112W	YOR326W	NNF1	MYO2 
YJR112W	YJR112W	NNF1	NNF1 
YJR112W	YKR022C	NNF1	NTR2 
YJR112W	YMR198W	NNF1	CIK1 
YJR112W	YOL069W	NNF1	NUF2 
YOR028C	YPR046W	CIN5	MCM16 
YDL123W	YPR108W	SNA4	RPN7 
YDL123W	YHR027C	SNA4	RPN1 
YDL123W	YER125W	SNA4	RSP5 
YDL123W	YPR103W	SNA4	PRE2 
YDL123W	YDL123W	SNA4	SNA4 
YLR154C	YLR154C	RNH203	RNH203 
YDR277C	YJR022W	MTH1	LSM8 
YDR277C	YMR109W	MTH1	MYO5 
YDR277C	YHL002W	MTH1	HSE1 
YDR277C	YKL038W	MTH1	RGT1 
YDR277C	YJL020C	MTH1	BBC1 
YDR277C	YHR114W	MTH1	BZZ1 
YDR277C	YLR191W	MTH1	PEX13 
YDR277C	YDR277C	MTH1	MTH1 
YDR277C	YKL129C	MTH1	MYO3 
YDL053C	YGR178C	PBP4	PBP1 
YNL249C	YNL249C	MPA43	MPA43 
YNL249C	YPL125W	MPA43	KAP120 
YKL063C	YPL094C	YKL063C	SEC62 
YIL152W	YLR423C	YIL152W	ATG17 
YIL152W	YJL112W	YIL152W	MDV1 
YDR446W	YDR510W	ECM11	SMT3 
YDR446W	YOL069W	ECM11	NUF2 
YJL069C	YLR409C	UTP18	UTP21 
YGL054C	YIR038C	ERV14	GTT1 
YGL054C	YPL132W	ERV14	COX11 
YGL054C	YLR372W	ERV14	SUR4 
YGL054C	YGL054C	ERV14	ERV14 
YJL184W	YJR017C	GON7	ESS1 
YJL184W	YPL174C	GON7	NIP100 
YJL184W	YMR052W	GON7	FAR3 
YJL184W	YKR038C	GON7	KAE1 
YJL184W	YOR117W	GON7	RPT5 
YLR405W	YPL108W	DUS4	YPL108W 
YPR115W	YPR115W	RGC1	RGC1 
YKR037C	YLR045C	SPC34	STU2 
YKR037C	YKR037C	SPC34	SPC34 
YKR037C	YKR083C	SPC34	DAD2 
YEL026W	YEL026W	SNU13	SNU13 
YEL026W	YLR197W	SNU13	NOP56 
YEL026W	YER172C	SNU13	BRR2 
YEL026W	YOR310C	SNU13	NOP58 
YAL023C	YAL023C	PMT2	PMT2 
YAL023C	YAR027W	PMT2	UIP3 
YNL214W	YOL044W	PEX17	PEX15 
YNL214W	YNL214W	PEX17	PEX17 
YER157W	YPR105C	COG3	COG4 
YER157W	YGL223C	COG3	COG1 
YER157W	YER157W	COG3	COG3 
YER157W	YGR120C	COG3	COG2 
YAL058W	YIL120W	CNE1	QDR1 
YMR322C	YMR322C	SNO4	SNO4 
YMR322C	YPL280W	SNO4	HSP32 
YMR322C	YOR391C	SNO4	HSP33 
YMR322C	YNL333W	SNO4	SNZ2 
YML067C	YML067C	ERV41	ERV41 
YML067C	YPL234C	ERV41	VMA11 
YKL152C	YMR109W	GPM1	MYO5 
YKL152C	YKL152C	GPM1	GPM1 
YOL112W	YOL112W	MSB4	MSB4 
YNL236W	YNL236W	SIN4	SIN4 
YNL236W	YOR355W	SIN4	GDS1 
YNL236W	YOL051W	SIN4	GAL11 
YHR007C	YPL076W	ERG11	GPI2 
YHR007C	YLR242C	ERG11	ARV1 
YHR007C	YLL048C	ERG11	YBT1 
YHR007C	YKL008C	ERG11	LAC1 
YHR007C	YHR007C	ERG11	ERG11 
YHR007C	YJR117W	ERG11	STE24 
YHR007C	YKR050W	ERG11	TRK2 
YHR007C	YLL006W	ERG11	MMM1 
YHR007C	YNL070W	ERG11	TOM7 
YHR007C	YNL101W	ERG11	AVT4 
YHR007C	YPL274W	ERG11	SAM3 
YHR007C	YKL201C	ERG11	MNN4 
YFR009W	YGL195W	GCN20	GCN1 
YJR121W	YNL315C	ATP2	ATP11 
YJR121W	YPL078C	ATP2	ATP4 
YJR121W	YKL016C	ATP2	ATP7 
YJR121W	YPL271W	ATP2	ATP15 
YJR121W	YLR295C	ATP2	ATP14 
YGR140W	YJR089W	CBF2	BIR1 
YGR140W	YGR140W	CBF2	CBF2 
YGR140W	YPL209C	CBF2	IPL1 
YGR140W	YNL307C	CBF2	MCK1 
YGR140W	YMR094W	CBF2	CTF13 
YGR140W	YNL078W	CBF2	NIS1 
YOR062C	YOR062C	YOR062C	YOR062C 
YBR296C	YLL028W	PHO89	TPO1 
YBR296C	YHR133C	PHO89	NSG1 
YBR296C	YBR296C	PHO89	PHO89 
YGR033C	YNR017W	TIM21	TIM23 
YLR086W	YLR086W	SMC4	SMC4 
YLR086W	YOL069W	SMC4	NUF2 
YPL234C	YPL234C	VMA11	VMA11 
YPL234C	YPL264C	VMA11	YPL264C 
YMR021C	YMR021C	MAC1	MAC1 
YMR021C	YOR111W	MAC1	YOR111W 
YBL034C	YNL118C	STU1	DCP2 
YBL034C	YKR079C	STU1	TRZ1 
YBL034C	YGR188C	STU1	BUB1 
YBL034C	YBL034C	STU1	STU1 
YCR037C	YCR037C	PHO87	PHO87 
YCR037C	YHL042W	PHO87	YHL042W 
YKR039W	YKR039W	GAP1	GAP1 
YKL079W	YOR326W	SMY1	MYO2 
YLL015W	YLL023C	BPT1	POM33 
YLL015W	YLL015W	BPT1	BPT1 
YBR176W	YBR176W	ECM31	ECM31 
YKL150W	YPR154W	MCR1	PIN3 
YDR227W	YLR442C	SIR4	SIR3 
YDR227W	YDR227W	SIR4	SIR4 
YDR227W	YJL019W	SIR4	MPS3 
YDR227W	YKR101W	SIR4	SIR1 
YDR227W	YMR219W	SIR4	ESC1 
YDR227W	YMR284W	SIR4	YKU70 
YDR227W	YNL216W	SIR4	RAP1 
YDR227W	YMR106C	SIR4	YKU80 
YDR086C	YEL002C	SSS1	WBP1 
YDR086C	YDR086C	SSS1	SSS1 
YDR086C	YLR378C	SSS1	SEC61 
YDR086C	YGR175C	SSS1	ERG1 
YDR086C	YPL189W	SSS1	GUP2 
YDR086C	YPR071W	SSS1	YPR071W 
YKL172W	YOR294W	EBP2	RRS1 
YFL047W	YKL171W	RGD2	NNK1 
YFL047W	YGR188C	RGD2	BUB1 
YKL067W	YKL067W	YNK1	YNK1 
YDR002W	YKR048C	YRB1	NAP1 
YDR002W	YLR293C	YRB1	GSP1 
YDR002W	YJL124C	YRB1	LSM1 
YDR002W	YDR002W	YRB1	YRB1 
YIR037W	YLR345W	HYR1	YLR345W 
YIR037W	YLR216C	HYR1	CPR6 
YPR193C	YPR193C	HPA2	HPA2 
YML043C	YNL199C	RRN11	GCR2 
YKL185W	YKL185W	ASH1	ASH1 
YML001W	YPL240C	YPT7	HSP82 
YML001W	YML001W	YPT7	YPT7 
YLR220W	YOR085W	CCC1	OST3 
YLR220W	YLR220W	CCC1	CCC1 
YDR026C	YDR026C	YDR026C	YDR026C 
YDR026C	YKL089W	YDR026C	MIF2 
YDR026C	YDR110W	YDR026C	FOB1 
YDR026C	YER018C	YDR026C	SPC25 
YDR026C	YHR166C	YDR026C	CDC23 
YDR261C	YFR024CA	EXG2	LSB3 
YDR261C	YHR016C	EXG2	YSC84 
YMR149W	YOR085W	SWP1	OST3 
YMR149W	YNL125C	SWP1	ESBP6 
YMR149W	YMR149W	SWP1	SWP1 
YMR149W	YOR016C	SWP1	ERP4 
YMR149W	YNR055C	SWP1	HOL1 
YMR149W	YMR279C	SWP1	YMR279C 
YCL061C	YDL030W	MRC1	PRP9 
YCL061C	YCL061C	MRC1	MRC1 
YCL061C	YOR080W	MRC1	DIA2 
YFL022C	YPL240C	FRS2	HSP82 
YAL007C	YPL076W	ERP2	GPI2 
YAL007C	YDL054C	ERP2	MCH1 
YAL007C	YEL002C	ERP2	WBP1 
YAL007C	YPL264C	ERP2	YPL264C 
YAL007C	YGL200C	ERP2	EMP24 
YAL007C	YGR060W	ERP2	ERG25 
YAL007C	YHR110W	ERP2	ERP5 
YAL007C	YAL007C	ERP2	ERP2 
YAL007C	YJL117W	ERP2	PHO86 
YAL007C	YBR036C	ERP2	CSG2 
YAL007C	YHR140W	ERP2	YHR140W 
YAL007C	YNL130C	ERP2	CPT1 
YAL007C	YCL025C	ERP2	AGP1 
YAL007C	YBR183W	ERP2	YPC1 
YAL007C	YHR026W	ERP2	VMA16 
YAL007C	YPR201W	ERP2	ARR3 
YAL007C	YEL063C	ERP2	CAN1 
YAL007C	YAR002CA	ERP2	ERP1 
YIL033C	YJR017C	BCY1	ESS1 
YIL033C	YPL149W	BCY1	ATG5 
YIL033C	YIL033C	BCY1	BCY1 
YIL033C	YKL166C	BCY1	TPK3 
YIL033C	YJL164C	BCY1	TPK1 
YIL033C	YPL203W	BCY1	TPK2 
YIL001W	YOL133W	YIL001W	HRT1 
YIL001W	YIL001W	YIL001W	YIL001W 
YOR167C	YOR167C	RPS28A	RPS28A 
YDL027C	YFR024CA	YDL027C	LSB3 
YOR100C	YOR100C	CRC1	CRC1 
YGL192W	YGL192W	IME4	IME4 
YDR288W	YDR288W	NSE3	NSE3 
YDR288W	YLR007W	NSE3	NSE1 
YIR005W	YIR005W	IST3	IST3 
YIR036C	YIR036C	IRC24	IRC24 
YNL204C	YNL204C	SPS18	SPS18 
YKR103W	YLR292C	NFT1	SEC72 
YHR204W	YHR204W	MNL1	MNL1 
YHR204W	YLR321C	MNL1	SFH1 
YGL144C	YHR016C	ROG1	YSC84 
YGL144C	YMR070W	ROG1	MOT3 
YBR088C	YOL090W	POL30	MSH2 
YBR088C	YDR419W	POL30	RAD30 
YBR088C	YDL064W	POL30	UBC9 
YBR088C	YCR066W	POL30	RAD18 
YBR088C	YBR088C	POL30	POL30 
YBR088C	YDR510W	POL30	SMT3 
YBR088C	YJR043C	POL30	POL32 
YBR088C	YLR032W	POL30	RAD5 
YBR088C	YGL058W	POL30	RAD6 
YBR088C	YLL039C	POL30	UBI4 
YBR088C	YDR409W	POL30	SIZ1 
YBR117C	YIL061C	TKL2	SNP1 
YBR117C	YML102W	TKL2	CAC2 
YFL042C	YMR303C	YFL042C	ADH2 
YFL042C	YGR017W	YFL042C	YGR017W 
YNL300W	YPL076W	TOS6	GPI2 
YNL300W	YNL300W	TOS6	TOS6 
YDR022C	YDR022C	CIS1	CIS1 
YKL205W	YKL205W	LOS1	LOS1 
YHR042W	YHR042W	NCP1	NCP1 
YHR042W	YPL092W	NCP1	SSU1 
YHR042W	YHR140W	NCP1	YHR140W 
YKL105C	YKL105C	YKL105C	YKL105C 
YBR241C	YIR033W	YBR241C	MGA2 
YBR241C	YIR038C	YBR241C	GTT1 
YBR241C	YDR479C	YBR241C	PEX29 
YMR047C	YMR308C	NUP116	PSE1 
YMR047C	YPL169C	NUP116	MEX67 
YMR047C	YMR047C	NUP116	NUP116 
YER131W	YER131W	RPS26B	RPS26B 
YER131W	YLL027W	RPS26B	ISA1 
YER131W	YLR435W	RPS26B	TSR2 
YER131W	YJL020C	RPS26B	BBC1 
YER131W	YER146W	RPS26B	LSM5 
YNL293W	YNL293W	MSB3	MSB3 
YNL293W	YOR089C	MSB3	VPS21 
YNR046W	YNR046W	TRM112	TRM112 
YLR314C	YLR314C	CDC3	CDC3 
YKL013C	YKL013C	ARC19	ARC19 
YNR066C	YNR066C	YNR066C	YNR066C 
YNL003C	YNL003C	PET8	PET8 
YBL030C	YHR133C	PET9	NSG1 
YBL030C	YHR005CA	PET9	TIM10 
YBL030C	YBL030C	PET9	PET9 
YBL030C	YBL050W	PET9	SEC17 
YBL030C	YLR268W	PET9	SEC22 
YBL030C	YEL020WA	PET9	TIM9 
YNR055C	YNR055C	HOL1	HOL1 
YDL155W	YLR079W	CLB3	SIC1 
YDL155W	YDL155W	CLB3	CLB3 
YBR111C	YLR245C	YSA1	CDD1 
YBR111C	YPL070W	YSA1	MUK1 
YDR034CD	YER125W	YDR034CD	RSP5 
YGR105W	YGR105W	VMA21	VMA21 
YJL061W	YLR423C	NUP82	ATG17 
YJL061W	YJL061W	NUP82	NUP82 
YJL061W	YMR047C	NUP82	NUP116 
YJL061W	YOL069W	NUP82	NUF2 
YFR039C	YIL061C	YFR039C	SNP1 
YNL012W	YOL052CA	SPO1	DDR2 
YNL012W	YNL012W	SPO1	SPO1 
YLR105C	YPL083C	SEN2	SEN54 
YDL100C	YNR067C	GET3	DSE4 
YDL100C	YHR128W	GET3	FUR1 
YDL100C	YDR513W	GET3	GRX2 
YDL100C	YHR057C	GET3	CPR2 
YDL100C	YIL162W	GET3	SUC2 
YDL100C	YPR075C	GET3	OPY2 
YDL100C	YOR164C	GET3	GET4 
YDL100C	YOL126C	GET3	MDH2 
YDL100C	YIL065C	GET3	FIS1 
YDL100C	YGR028W	GET3	MSP1 
YDL100C	YER150W	GET3	SPI1 
YDL100C	YER083C	GET3	GET2 
YDL100C	YML101C	GET3	CUE4 
YDL100C	YKL154W	GET3	SRP102 
YDL100C	YDR304C	GET3	CPR5 
YDL100C	YNL149C	GET3	PGA2 
YDL100C	YOL111C	GET3	MDY2 
YDL100C	YGL020C	GET3	GET1 
YDL100C	YOL018C	GET3	TLG2 
YDL100C	YDL100C	GET3	GET3 
YDL100C	YER017C	GET3	AFG3 
YDL100C	YGL153W	GET3	PEX14 
YDL100C	YLR297W	GET3	YLR297W 
YJL006C	YKL139W	CTK2	CTK1 
YJL006C	YML112W	CTK2	CTK3 
YDR301W	YLR115W	CFT1	CFT2 
YGR250C	YGR250C	YGR250C	YGR250C 
YGR250C	YIR001C	YGR250C	SGN1 
YGR250C	YPL178W	YGR250C	CBC2 
YDR511W	YGL181W	ACN9	GTS1 
YPR011C	YPR011C	YPR011C	YPR011C 
YEL020WA	YHR005CA	TIM9	TIM10 
YEL020WA	YEL020WA	TIM9	TIM9 
YIL078W	YKL012W	THS1	PRP40 
YNR053C	YNR053C	NOG2	NOG2 
YIL039W	YIR038C	TED1	GTT1 
YDR071C	YDR071C	PAA1	PAA1 
YDR071C	YER089C	PAA1	PTC2 
YDL043C	YDR131C	PRP11	YDR131C 
YDL043C	YPL215W	PRP11	CBP3 
YDL043C	YMR117C	PRP11	SPC24 
YDL043C	YGL049C	PRP11	TIF4632 
YDL043C	YDR180W	PRP11	SCC2 
YDL043C	YMR302C	PRP11	YME2 
YDL043C	YER113C	PRP11	TMN3 
YDL043C	YNR053C	PRP11	NOG2 
YDL043C	YDL043C	PRP11	PRP11 
YDL043C	YER112W	PRP11	LSM4 
YDL043C	YKL155C	PRP11	RSM22 
YDL043C	YDR409W	PRP11	SIZ1 
YDL043C	YNL023C	PRP11	FAP1 
YDL043C	YJL146W	PRP11	IDS2 
YDL043C	YJL203W	PRP11	PRP21 
YDL043C	YDR386W	PRP11	MUS81 
YDL043C	YGR162W	PRP11	TIF4631 
YDL043C	YLL014W	PRP11	EMC6 
YFR047C	YLL046C	BNA6	RNP1 
YFR047C	YFR047C	BNA6	BNA6 
YFR047C	YNL189W	BNA6	SRP1 
YCR011C	YPR079W	ADP1	MRL1 
YCR011C	YGL098W	ADP1	USE1 
YCR011C	YNL154C	ADP1	YCK2 
YCR011C	YCR011C	ADP1	ADP1 
YCR077C	YLR438CA	PAT1	LSM3 
YCR077C	YNL118C	PAT1	DCP2 
YCR077C	YOL149W	PAT1	DCP1 
YCR077C	YER115C	PAT1	SPR6 
YCR077C	YDR389W	PAT1	SAC7 
YCR077C	YDL139C	PAT1	SCM3 
YCR077C	YML109W	PAT1	ZDS2 
YCR077C	YMR288W	PAT1	HSH155 
YCR077C	YNR053C	PAT1	NOG2 
YCR077C	YNR027W	PAT1	BUD17 
YCR077C	YJR022W	PAT1	LSM8 
YCR077C	YER112W	PAT1	LSM4 
YCR077C	YDR378C	PAT1	LSM6 
YCR077C	YDR320CA	PAT1	DAD4 
YCR077C	YCR077C	PAT1	PAT1 
YCR077C	YER018C	PAT1	SPC25 
YCR077C	YMR002W	PAT1	MIC17 
YCR077C	YMR117C	PAT1	SPC24 
YCR077C	YGL216W	PAT1	KIP3 
YCR077C	YER146W	PAT1	LSM5 
YCR077C	YHR152W	PAT1	SPO12 
YCR077C	YFR036W	PAT1	CDC26 
YCR077C	YDR141C	PAT1	DOP1 
YCR077C	YJL124C	PAT1	LSM1 
YCR077C	YGR074W	PAT1	SMD1 
YCR077C	YHR166C	PAT1	CDC23 
YCR077C	YGL143C	PAT1	MRF1 
YCR077C	YNL147W	PAT1	LSM7 
YKL090W	YKL090W	CUE2	CUE2 
YKL090W	YPL128C	CUE2	TBF1 
YKL090W	YMR168C	CUE2	CEP3 
YJL203W	YKR090W	PRP21	PXL1 
YJL203W	YOL136C	PRP21	PFK27 
YJL203W	YMR285C	PRP21	NGL2 
YJL203W	YOL091W	PRP21	SPO21 
YJL203W	YJL203W	PRP21	PRP21 
YJL203W	YLR067C	PRP21	PET309 
YJL203W	YNR053C	PRP21	NOG2 
YDR178W	YPL132W	SDH4	COX11 
YDR178W	YMR032W	SDH4	HOF1 
YDR178W	YDR178W	SDH4	SDH4 
YBL045C	YEL024W	COR1	RIP1 
YBL045C	YNL118C	COR1	DCP2 
YBL045C	YJL166W	COR1	QCR8 
YBL045C	YPR191W	COR1	QCR2 
YLL061W	YLL061W	MMP1	MMP1 
YLL061W	YLR372W	MMP1	SUR4 
YLL061W	YML048W	MMP1	GSF2 
YLR149C	YLR149C	YLR149C	YLR149C 
YLR207W	YLR207W	HRD3	HRD3 
YLR207W	YPL022W	HRD3	RAD1 
YLR207W	YNL095C	HRD3	YNL095C 
YNR019W	YPL240C	ARE2	HSP82 
YNR019W	YNR019W	ARE2	ARE2 
YBR119W	YBR119W	MUD1	MUD1 
YBR119W	YLR223C	MUD1	IFH1 
YBR119W	YNL227C	MUD1	JJJ1 
YBR119W	YDR110W	MUD1	FOB1 
YBR119W	YML016C	MUD1	PPZ1 
YBR119W	YLR449W	MUD1	FPR4 
YBR119W	YHR065C	MUD1	RRP3 
YCL020W	YCL020W	YCL020W	YCL020W 
YCL020W	YFL002WA	YCL020W	YFL002WA 
YFL010C	YOL056W	WWM1	GPM3 
YFL010C	YOR209C	WWM1	NPT1 
YFL010C	YLR027C	WWM1	AAT2 
YFL010C	YMR174C	WWM1	PAI3 
YFL010C	YKR025W	WWM1	RPC37 
YFL010C	YLR192C	WWM1	HCR1 
YFL010C	YIL153W	WWM1	RRD1 
YFL010C	YNR011C	WWM1	PRP2 
YFL010C	YFR024CA	WWM1	LSB3 
YFL010C	YHR174W	WWM1	ENO2 
YFL010C	YLL039C	WWM1	UBI4 
YFL010C	YJR096W	WWM1	YJR096W 
YFL010C	YOR236W	WWM1	DFR1 
YFL010C	YPR160W	WWM1	GPH1 
YFL010C	YNL220W	WWM1	ADE12 
YFL010C	YPL222W	WWM1	FMP40 
YFL010C	YGR180C	WWM1	RNR4 
YFL010C	YPL257WA	WWM1	YPL257WA 
YFL010C	YMR276W	WWM1	DSK2 
YFL010C	YNL117W	WWM1	MLS1 
YFL010C	YNL274C	WWM1	GOR1 
YFL010C	YJR019C	WWM1	TES1 
YFL010C	YGL062W	WWM1	PYC1 
YFL010C	YLR231C	WWM1	BNA5 
YFL010C	YLR354C	WWM1	TAL1 
YFL010C	YGL208W	WWM1	SIP2 
YFL010C	YGR111W	WWM1	YGR111W 
YFL010C	YNL186W	WWM1	UBP10 
YFL010C	YML051W	WWM1	GAL80 
YFL010C	YFL010C	WWM1	WWM1 
YFL010C	YHR216W	WWM1	IMD2 
YFL010C	YGR136W	WWM1	LSB1 
YFL010C	YHR016C	WWM1	YSC84 
YFL010C	YKR097W	WWM1	PCK1 
YFL010C	YIL060W	WWM1	YIL060W 
YFL010C	YMR004W	WWM1	MVP1 
YFL010C	YPR074C	WWM1	TKL1 
YFL010C	YHL042W	WWM1	YHL042W 
YFL010C	YHR043C	WWM1	DOG2 
YFL010C	YLR291C	WWM1	GCD7 
YFL010C	YLR150W	WWM1	STM1 
YFL010C	YML080W	WWM1	DUS1 
YER068W	YER068W	MOT2	MOT2 
YER068W	YPR072W	MOT2	NOT5 
YER068W	YIL128W	MOT2	MET18 
YDR469W	YLR432W	SDC1	IMD3 
YDR469W	YLR015W	SDC1	BRE2 
YDR469W	YHR060W	SDC1	VMA22 
YDR469W	YHR119W	SDC1	SET1 
YDR469W	YDR469W	SDC1	SDC1 
YAL009W	YLR310C	SPO7	CDC25 
YAL009W	YAL009W	SPO7	SPO7 
YOL082W	YOR353C	ATG19	SOG2 
YOL082W	YPL135W	ATG19	ISU1 
YOL082W	YOL082W	ATG19	ATG19 
YOL082W	YPR049C	ATG19	ATG11 
YOL082W	YOR115C	ATG19	TRS33 
YDR424C	YDR488C	DYN2	PAC11 
YFR002W	YGL172W	NIC96	NUP49 
YFR002W	YML103C	NIC96	NUP188 
YFR002W	YMR129W	NIC96	POM152 
YFR002W	YJL041W	NIC96	NSP1 
YFR002W	YGR119C	NIC96	NUP57 
YFR002W	YFR002W	NIC96	NIC96 
YFR002W	YGR120C	NIC96	COG2 
YFR002W	YML025C	NIC96	YML6 
YFR002W	YMR153W	NIC96	NUP53 
YFR017C	YPR184W	YFR017C	GDB1 
YAR023C	YHL048W	YAR023C	COS8 
YAR023C	YDL217C	YAR023C	TIM22 
YIL045W	YIL045W	PIG2	PIG2 
YIL045W	YOR178C	PIG2	GAC1 
YER186C	YMR117C	YER186C	SPC24 
YOR011W	YOR209C	AUS1	NPT1 
YOR011W	YOR011W	AUS1	AUS1 
YOR011W	YOR251C	AUS1	TUM1 
YOR011W	YOR323C	AUS1	PRO2 
YOR011W	YOR143C	AUS1	THI80 
YOR011W	YPL171C	AUS1	OYE3 
YOR038C	YOR038C	HIR2	HIR2 
YIL103W	YKL191W	DPH1	DPH2 
YJR017C	YOR209C	ESS1	NPT1 
YJR017C	YLR027C	ESS1	AAT2 
YJR017C	YLL024C	ESS1	SSA2 
YJR017C	YMR174C	ESS1	PAI3 
YJR017C	YJR148W	ESS1	BAT2 
YJR017C	YPL117C	ESS1	IDI1 
YJR017C	YPR194C	ESS1	OPT2 
YJR017C	YLR192C	ESS1	HCR1 
YJR017C	YPL239W	ESS1	YAR1 
YJR017C	YNL093W	ESS1	YPT53 
YJR017C	YNR011C	ESS1	PRP2 
YJR017C	YPR200C	ESS1	ARR2 
YJR017C	YNR033W	ESS1	ABZ1 
YJR017C	YPL171C	ESS1	OYE3 
YJR017C	YJR096W	ESS1	YJR096W 
YJR017C	YPR160W	ESS1	GPH1 
YJR017C	YOR362C	ESS1	PRE10 
YJR017C	YOR198C	ESS1	BFR1 
YJR017C	YNL220W	ESS1	ADE12 
YJR017C	YJR017C	ESS1	ESS1 
YJR017C	YNL117W	ESS1	MLS1 
YJR017C	YNL274C	ESS1	GOR1 
YJR017C	YMR146C	ESS1	TIF34 
YJR017C	YML035C	ESS1	AMD1 
YJR017C	YOR323C	ESS1	PRO2 
YJR017C	YOR078W	ESS1	BUD21 
YJR017C	YLR354C	ESS1	TAL1 
YJR017C	YLR231C	ESS1	BNA5 
YJR017C	YPL108W	ESS1	YPL108W 
YJR017C	YNL186W	ESS1	UBP10 
YJR017C	YMR004W	ESS1	MVP1 
YJR017C	YPR074C	ESS1	TKL1 
